iter	RMSE	R2
176	0.9879391107	0.8102275005
177	0.9850790912	0.8113246682
178	0.9820092982	0.8124987704
179	0.9800110943	0.8132610534
180	0.9772228715	0.8143221212
181	0.9743700856	0.8154046297
182	0.971977962	0.8163098975
183	0.969749314	0.8171512977
184	0.9669950555	0.8181884677
185	0.9639980865	0.8193136836
186	0.9613975268	0.8202872369
187	0.9593643785	0.8210465406
188	0.9568102501	0.8219981325
189	0.9541120433	0.8230006482
190	0.9515182132	0.8239617139
191	0.9492164069	0.824812388
192	0.94784916	0.8253167033
193	0.9455373249	0.8261677807
194	0.9437028965	0.8268416271
195	0.9407032296	0.8279406847
196	0.9388755565	0.8286086162
197	0.936158592	0.8295991427
198	0.9339030857	0.8304192541
199	0.9319487762	0.8311282496
200	0.9303680892	0.8317006137
201	0.9278014336	0.8326279256
202	0.9254179637	0.83348676
203	0.9239409785	0.8340178526
204	0.9219694413	0.8347254538
205	0.9196261499	0.8355645147
206	0.9172433658	0.8364155271
207	0.9152021599	0.837142789
208	0.913099766	0.8378901577
209	0.9109913729	0.8386379329
210	0.9088811667	0.8393846202
211	0.906931818	0.8400728502
212	0.9052927588	0.8406503868
213	0.9039515349	0.8411222015
214	0.90209658	0.8417735832
215	0.9002151112	0.8424329087
216	0.8983564411	0.8430828931
217	0.8966239101	0.8436875565
218	0.8951931055	0.8441860355
219	0.8936543878	0.844721222
220	0.8916436528	0.8454191948
221	0.88989113	0.8460262538
222	0.888296799	0.846577479
223	0.8868409837	0.8470799504
224	0.8853871795	0.8475809051
225	0.8838255266	0.8481181069
226	0.8820482454	0.8487283301
227	0.8807719879	0.8491657709
228	0.8794930061	0.84960351
229	0.8775908576	0.850253355
230	0.876774758	0.8505317339
231	0.8753250233	0.8510256126
232	0.8736773674	0.8515859245
233	0.8720850599	0.8521264112
234	0.8702616813	0.8527441208
235	0.8687298832	0.8532620518
236	0.867053569	0.8538278009
237	0.8659388421	0.8542034117
238	0.8643412907	0.8547408692
239	0.8632848016	0.8550957543
240	0.8615784238	0.8556680267
241	0.8599805729	0.8562028755
242	0.8589973461	0.8565314978
243	0.8574137166	0.8570600012
244	0.8558696337	0.8575743678
245	0.855290344	0.8577671022
246	0.8534517929	0.858377939
247	0.8521424841	0.8588121399
248	0.8510486659	0.8591743674
249	0.8499471943	0.8595386593
250	0.8487036448	0.8599493738
251	0.8479079609	0.8602118537
252	0.8465540196	0.8606579253
253	0.8449321841	0.8611913193
254	0.843850504	0.8615464969
255	0.8427522376	0.8619066552
256	0.8415676935	0.8622945811
257	0.8404488629	0.8626604854
258	0.8397131798	0.8629008192
259	0.8386077273	0.863261554
260	0.8374729324	0.8636313695
261	0.8364234335	0.8639729425
262	0.8349319296	0.8644576348
263	0.8339923308	0.864762531
264	0.8325321725	0.8652356654
265	0.831632711	0.8655267049
266	0.8308017827	0.8657952894
267	0.8295593441	0.8661963873
268	0.8286931094	0.8664756798
269	0.8277919947	0.8667659086
270	0.8267239168	0.8671095035
271	0.8262712471	0.8672549911
272	0.8253114422	0.8675632079
273	0.8237749788	0.8680558579
274	0.8231248483	0.8682640387
275	0.8220073502	0.868621493
276	0.821060301	0.8689240456
277	0.8200043299	0.8692609841
278	0.8189256237	0.8696047292
279	0.81802105	0.8698926357
280	0.8170353861	0.8702059891
281	0.81558595	0.8706660947
282	0.8149821461	0.8708575237
283	0.8141017578	0.8711363865
284	0.8137043466	0.8712621677
285	0.8124255078	0.8716665051
286	0.8115321311	0.8719485916
287	0.8106006198	0.8722423887
288	0.8098059056	0.8724927734
289	0.8089951674	0.8727479537
290	0.8081428582	0.8730159428
291	0.8069353529	0.8733951316
292	0.8061707125	0.8736349558
293	0.8050093279	0.8739987813
294	0.8043077141	0.8742183208
295	0.803356904	0.8745155299
296	0.8025264973	0.8747748151
297	0.8017354473	0.8750215623
298	0.8009538067	0.8752651354
299	0.7998347693	0.8756134338
300	0.7992603928	0.8757920184
301	0.798446572	0.8760448311
302	0.7977560545	0.8762591377
303	0.7972487889	0.8764164528
304	0.7967553209	0.8765693928
305	0.7962165983	0.8767362505
306	0.7957296114	0.8768869871
307	0.7946550989	0.8772192536
308	0.793715323	0.8775094881
309	0.7931673012	0.8776785772
310	0.7923666177	0.8779254137
311	0.791882772	0.8780744539
312	0.7911569144	0.8782978708
313	0.7905382751	0.8784881245
314	0.7898302079	0.8787056979
315	0.788678612	0.8790591415
316	0.7879891527	0.8792705009
317	0.7873776612	0.8794578041
318	0.7864568553	0.8797395776
319	0.7854095432	0.880059662
320	0.7851099804	0.8801511374
321	0.784478404	0.8803438831
322	0.7838602633	0.8805323782
323	0.7832884879	0.8807066025
324	0.7825045443	0.8809452693
325	0.7818840377	0.8811340093
326	0.7810317321	0.8813930117
327	0.7804369709	0.8815735831
328	0.7793765696	0.8818951829
329	0.7786094359	0.8821275677
330	0.7781765629	0.8822585951
331	0.7774491241	0.8824786214
332	0.7768138878	0.8826705911
333	0.7762414459	0.8828434498
334	0.7756621408	0.8830182512
335	0.7752668851	0.8831374421
336	0.7745865735	0.8833424504
337	0.7742866604	0.8834327705
338	0.773515923	0.8836647208
339	0.7732716797	0.8837381766
340	0.7725560952	0.8839532541
341	0.7721340076	0.8840800242
342	0.771902339	0.8841495742
343	0.771025052	0.8844127586
344	0.7707934338	0.8844821937
345	0.7699241864	0.8847425927
346	0.7692671453	0.8849392265
347	0.7686304272	0.885129618
348	0.7683885747	0.8852018954
349	0.7680033803	0.8853169635
350	0.7677113517	0.8854041619
351	0.7673009872	0.885526639
352	0.7667372854	0.8856947741
353	0.7662185581	0.8858493856
354	0.7655219067	0.8860568643
355	0.7645712229	0.8863396952
356	0.7639295513	0.8865303956
357	0.7636302222	0.8866192993
358	0.7632756861	0.886724555
359	0.7628365896	0.8868548475
360	0.7621923106	0.8870458878
361	0.7617449861	0.8871784326
362	0.7614580528	0.8872634116
363	0.7610649619	0.8873797786
364	0.7605531628	0.8875311968
365	0.7600719153	0.8876734833
366	0.759727347	0.8877753036
367	0.7594785741	0.8878487875
368	0.7586031691	0.8881071784
369	0.7576951366	0.8883748849
370	0.7570129931	0.8885757838
371	0.7567060854	0.8886661126
372	0.7558427432	0.8889200141
373	0.7553374727	0.8890684754
374	0.7545698326	0.8892938374
375	0.7539981661	0.8894615172
376	0.7537212968	0.8895426821
377	0.7535512424	0.8895925191
378	0.7525185834	0.8898949144
379	0.752206981	0.88998608
380	0.7515549107	0.8901767342
381	0.7508428326	0.8903847448
382	0.7506338047	0.8904457681
383	0.7501435681	0.8905888205
384	0.7497275969	0.8907101287
385	0.7492473521	0.890850097
386	0.748660465	0.8910210248
387	0.7484817427	0.8910730501
388	0.7482589919	0.8911378745
389	0.7480837553	0.891188858
390	0.747262326	0.8914276857
391	0.7468998184	0.8915330001
392	0.7463747002	0.891685465
393	0.7462632272	0.8917178166
394	0.745481946	0.8919444245
395	0.7452626284	0.8920079941
396	0.7448296828	0.8921334293
397	0.7442021207	0.8923151204
398	0.7439880011	0.892377077
399	0.7434303889	0.8925383413
400	0.74320705	0.8926028982
401	0.7427615319	0.8927316188
402	0.7424268965	0.892828252
403	0.7418432461	0.8929966894
404	0.7412905459	0.8931560727
405	0.7405288946	0.8933755171
406	0.7398760058	0.8935634456
407	0.7390641936	0.8937968876
408	0.7383675611	0.8939970047
409	0.7379230076	0.89412461
410	0.7372179084	0.8943268452
411	0.7367133285	0.8944714491
412	0.7361524665	0.8946320663
413	0.735751503	0.8947468175
414	0.7350030503	0.8949608489
415	0.7343610471	0.8951442659
416	0.7339803198	0.895252962
417	0.7335296051	0.8953815664
418	0.7329721927	0.895540506
419	0.7325812873	0.895651896
420	0.7321938347	0.8957622435
421	0.7315958171	0.8959324458
422	0.731546007	0.895946616
423	0.7314246916	0.8959811244
424	0.7308814372	0.8961355839
425	0.7305635001	0.8962259273
426	0.7302447175	0.8963164715
427	0.7296797092	0.8964768544
428	0.7291105424	0.8966382923
429	0.7286522692	0.8967681848
430	0.7282569915	0.8968801564
431	0.7276636317	0.8970481252
432	0.7273265022	0.8971434992
433	0.7272298184	0.8971708429
434	0.726836271	0.8972821067
435	0.7265728523	0.8973565469
436	0.7260161387	0.8975137813
437	0.7257820304	0.8975798652
438	0.7256687832	0.8976118249
439	0.7250622021	0.8977829244
440	0.7247486164	0.897871322
441	0.7245386764	0.8979304813
442	0.7242402597	0.8980145429
443	0.7240929297	0.8980560319
444	0.7234227003	0.8982446658
445	0.7231046029	0.8983341321
446	0.7226734345	0.8984553374
447	0.7225559374	0.8984883543
448	0.7221481404	0.8986029045
449	0.721928549	0.898664561
450	0.7214913167	0.8987872704
451	0.7211474714	0.8988837185
452	0.7210454154	0.8989123362
453	0.7206026935	0.8990364337
454	0.7202539206	0.8991341431
455	0.7195467729	0.8993321068
456	0.7189425453	0.8995011042
457	0.7185284141	0.8996168512
458	0.7180510937	0.8997501766
459	0.7176760723	0.8998548655
460	0.7169033484	0.9000704025
461	0.7162563009	0.9002507058
462	0.7161014465	0.9002938327
463	0.715797197	0.9003785389
464	0.7153169259	0.900512178
465	0.7149958508	0.9006014696
466	0.7146822256	0.9006886506
467	0.714266719	0.9008040936
468	0.7138428662	0.9009217863
469	0.7135550108	0.9010016763
470	0.7134556899	0.9010292339
471	0.712790799	0.9012136156
472	0.712367634	0.9013308745
473	0.7121260341	0.9013977906
474	0.7116918612	0.9015179866
475	0.7114730517	0.9015785338
476	0.7109999991	0.9017093695
477	0.7109126655	0.9017335145
478	0.7104160368	0.9018707604
479	0.7100691755	0.9019665604
480	0.709750002	0.9020546719
481	0.7093599003	0.9021623102
482	0.7088029124	0.9023158938
483	0.7086268853	0.9023644064
484	0.7085434906	0.9023873855
485	0.7083163133	0.9024499697
486	0.7081941944	0.9024836034
487	0.7077768782	0.9025984962
488	0.7076542932	0.9026322326
489	0.7069511887	0.90282562
490	0.7062872835	0.9030080492
491	0.706109202	0.9030569537
492	0.7058512969	0.9031277573
493	0.7057476042	0.9031562171
494	0.7053100448	0.903276265
495	0.7045697924	0.9034791897
496	0.7041003314	0.9036077722
497	0.7038345651	0.9036805259
498	0.703553107	0.9037575454
499	0.7032499202	0.9038404763
500	0.7030344764	0.9038993851
501	0.7026896951	0.9039936211
502	0.7025104583	0.904042592
503	0.7021768752	0.9041337
504	0.7018959233	0.9042103999
505	0.7015720286	0.904298785
506	0.7010701409	0.9044356607
507	0.7005315845	0.9045824278
508	0.7001247961	0.9046932108
509	0.699720176	0.9048033395
510	0.699392539	0.9048924684
511	0.6991716838	0.9049525253
512	0.6988379942	0.9050432291
513	0.6983777399	0.9051682649
514	0.6982376835	0.9052062972
515	0.6981686453	0.9052250417
516	0.697998689	0.9052711785
517	0.6972804897	0.9054660189
518	0.6970542274	0.9055273601
519	0.6968612417	0.9055796641
520	0.6965929445	0.9056523553
521	0.6962747629	0.9057385256
522	0.696123782	0.9057794007
523	0.6958433202	0.9058553066
524	0.6955560347	0.9059330276
525	0.6950059628	0.9060817522
526	0.6947402442	0.9061535532
527	0.694557568	0.906202899
528	0.694268918	0.9062808447
529	0.694069706	0.9063346201
530	0.6938245186	0.906400785
531	0.6937119989	0.9064311411
532	0.6934734454	0.9064954829
533	0.6933499688	0.9065287779
534	0.6926304038	0.9067226878
535	0.6924588802	0.9067688806
536	0.6920732851	0.906872683
537	0.6920099092	0.9068897384
538	0.6918512285	0.9069324346
539	0.6917491629	0.9069598922
540	0.6913413174	0.9070695701
541	0.6907126119	0.9072385151
542	0.6902526747	0.9073620114
543	0.6899855265	0.9074337048
544	0.6895056701	0.9075624121
545	0.6894101242	0.9075880288
546	0.6891717769	0.9076519163
547	0.688952557	0.9077106573
548	0.6889048256	0.9077234446
549	0.6888104634	0.9077487219
550	0.6884706303	0.9078397261
551	0.688453657	0.9078442702
552	0.6882486305	0.9078991513
553	0.6875608087	0.9080831468
554	0.6871376328	0.9081962569
555	0.6870784736	0.9082120639
556	0.6867964737	0.9082873941
557	0.6864698291	0.9083746115
558	0.6860906997	0.9084757908
559	0.6860717456	0.9084808477
560	0.6858029442	0.9085525477
561	0.6854225083	0.9086539769
562	0.6852534869	0.9086990222
563	0.6849389146	0.9087828282
564	0.6846092983	0.9088706008
565	0.6843948317	0.9089276878
566	0.6839075727	0.9090573206
567	0.683682575	0.9091171489
568	0.6834576728	0.9091769322
569	0.6830570521	0.9092833761
570	0.6830093905	0.9092960355
571	0.6827560927	0.9093632991
572	0.6823586695	0.9094687853
573	0.682270782	0.9094921045
574	0.6822109648	0.9095079741
575	0.6815085306	0.9096942273
576	0.6810841771	0.9098066533
577	0.6809605388	0.9098393962
578	0.6804537675	0.9099735414
579	0.6803033176	0.9100133472
580	0.6799487065	0.9101071346
581	0.6795561812	0.9102108925
582	0.6792345416	0.9102958683
583	0.6789875125	0.910361105
584	0.6785308535	0.9104816392
585	0.6784045641	0.9105149588
586	0.6783891085	0.9105190361
587	0.6781732748	0.9105759649
588	0.6779084709	0.9106457854
589	0.6776120005	0.9107239231
590	0.6772512941	0.9108189446
591	0.6769062308	0.910909798
592	0.6763406214	0.9110586198
593	0.6759403395	0.9111638658
594	0.6758733629	0.9111814699
595	0.6757421182	0.9112159611
596	0.6755970403	0.9112540798
597	0.6753785105	0.9113114823
598	0.6752082631	0.9113561894
599	0.6751934157	0.9113600878
600	0.6750681472	0.9113929754
601	0.6746401993	0.9115052816
602	0.6745306877	0.9115340092
603	0.674458799	0.9115528649
604	0.6744116791	0.9115652229
605	0.6737941134	0.91172711
606	0.6736613864	0.9117618834
607	0.6734457454	0.9118183649
608	0.6732103998	0.9118799869
609	0.6729095941	0.9119587173
610	0.6724385106	0.9120819442
611	0.6718528569	0.9122350203
612	0.6717785318	0.9122544376
613	0.6717355271	0.9122656715
614	0.6714712152	0.9123347006
615	0.6712596229	0.9123899417
616	0.6711407061	0.91242098
617	0.6710496383	0.9124447457
618	0.6707032655	0.9125351085
619	0.6705174577	0.9125835633
620	0.6702386531	0.9126562446
621	0.6697880919	0.912773637
622	0.6693750466	0.9128811855
623	0.6692191638	0.9129217569
624	0.6688082931	0.9130286484
625	0.6682627866	0.913170465
626	0.6678064065	0.9132890224
627	0.6677510126	0.913303407
628	0.6675250657	0.9133620681
629	0.6672189067	0.9134415225
630	0.666941144	0.913513576
631	0.6665695143	0.9136099322
632	0.6660730734	0.9137385657
633	0.6658161447	0.9138051013
634	0.665576973	0.9138670153
635	0.6654488637	0.9139001696
636	0.6653005104	0.913938555
637	0.6648660964	0.9140509075
638	0.6647829205	0.914072411
639	0.6645893163	0.9141224529
640	0.6644067245	0.9141696351
641	0.6640063763	0.9142730407
642	0.663416566	0.9144252687
643	0.663030008	0.9145249646
644	0.662424811	0.9146809323
645	0.6622781596	0.9147187049
646	0.6618847	0.9148200061
647	0.6613304775	0.9149625956
648	0.6612455429	0.9149844369
649	0.6610337863	0.9150388788
650	0.6609948327	0.9150488917
651	0.6605601585	0.9151605837
652	0.6604509333	0.9151886382
653	0.6603663385	0.9152103631
654	0.6600993828	0.9152789024
655	0.6596696299	0.9153891806
656	0.6593104153	0.915481303
657	0.6592612484	0.9154939081
658	0.6587958601	0.9156131758
659	0.6585431664	0.9156778997
660	0.6583538863	0.9157263649
661	0.6579211765	0.9158371079
662	0.6577762591	0.9158741802
663	0.6572991949	0.9159961635
664	0.6569190494	0.9160933017
665	0.656678663	0.9161546985
666	0.6559876316	0.9163310686
667	0.6555931013	0.9164316802
668	0.6554486245	0.9164685091
669	0.6553174703	0.9165019347
670	0.6548817158	0.9166129422
671	0.6546310521	0.9166767647
672	0.6543082636	0.9167589153
673	0.6542011411	0.9167861693
674	0.6539913578	0.9168395293
675	0.6537053102	0.91691226
676	0.6533597634	0.9170000767
677	0.6532138957	0.9170371334
678	0.6528819173	0.9171214392
679	0.652459418	0.9172286709
680	0.6520731295	0.9173266514
681	0.6520612232	0.9173296704
682	0.651644837	0.9174352182
683	0.6509478609	0.9176117404
684	0.6504786204	0.917730478
685	0.6502605342	0.9177856338
686	0.6501919373	0.9178029787
687	0.6500639412	0.9178353379
688	0.6498860849	0.917880292
689	0.6496408661	0.9179422521
690	0.6495738367	0.9179591845
691	0.6494415173	0.9179926048
692	0.6494121061	0.9180000324
693	0.6487125634	0.9181765969
694	0.6485469905	0.9182183597
695	0.6480643376	0.9183400392
696	0.6476935247	0.9184334618
697	0.6471998902	0.918557745
698	0.6467547517	0.918669737
699	0.6466453024	0.9186972615
700	0.6463090031	0.9187818053
701	0.6461157442	0.9188303697
702	0.6456484817	0.9189477289
703	0.6454902347	0.9189874555
704	0.6450906719	0.919087719
705	0.6448024879	0.9191599955
706	0.6445035472	0.9192349355
707	0.6444402616	0.9192507958
708	0.6442332119	0.9193026747
709	0.6439721503	0.9193680631
710	0.6436396162	0.919451315
711	0.6433763297	0.9195171998
712	0.6431817534	0.9195658733
713	0.6430204639	0.9196062089
714	0.6428707783	0.9196436335
715	0.6425997735	0.9197113683
716	0.6424875081	0.9197394195
717	0.6423523799	0.9197731768
718	0.642327823	0.9197793108
719	0.6422042071	0.9198101847
720	0.6418033446	0.9199102621
721	0.6413534046	0.9200225175
722	0.6410785038	0.9200910637
723	0.6410096508	0.9201082275
724	0.6404475156	0.9202482887
725	0.6399189579	0.9203798716
726	0.6398004936	0.9204093481
727	0.6393535374	0.9205205112
728	0.6391303619	0.9205759884
729	0.638953416	0.9206199601
730	0.6386675877	0.9206909637
731	0.6384750482	0.9207387751
732	0.6381229287	0.9208261763
733	0.6377392894	0.9209213462
734	0.6374387098	0.9209958714
735	0.6372877845	0.9210332784
736	0.6368258925	0.9211477035
737	0.6367207655	0.9211737352
738	0.636268555	0.9212856631
739	0.6359970308	0.9213528306
740	0.6354095024	0.9214980706
741	0.635330609	0.9215175632
742	0.6352748003	0.9215313507
743	0.6348324116	0.9216405997
744	0.6344319107	0.9217394387
745	0.6342106074	0.9217940271
746	0.6338097111	0.9218928667
747	0.6336062169	0.9219430136
748	0.6331261737	0.9220612465
749	0.6323502756	0.9222521578
750	0.6319094699	0.9223605146
751	0.6316075752	0.9224346814
752	0.6315038507	0.9224601554
753	0.6310831225	0.92256344
754	0.6308220707	0.9226274911
755	0.6304598994	0.9227163087
756	0.630293278	0.9227571532
757	0.6297881378	0.9228809141
758	0.6295832252	0.9229310901
759	0.6294056513	0.9229745585
760	0.6290792833	0.9230544183
761	0.6287709419	0.9231298292
762	0.6284673945	0.9232040314
763	0.6282004705	0.9232692515
764	0.6280315551	0.9233105098
765	0.6279230744	0.9233370009
766	0.6277961468	0.9233679909
767	0.6277860156	0.9233704642
768	0.6276181518	0.9234114387
769	0.6268575573	0.9235969577
770	0.6265313338	0.9236764589
771	0.6262159405	0.9237532815
772	0.6259285672	0.9238232454
773	0.6255674584	0.9239111153
774	0.6251012887	0.9240244752
775	0.6248478679	0.9240860648
776	0.6244817748	0.9241749934
777	0.6241382197	0.9242583998
778	0.6237583069	0.9243505796
779	0.6234775696	0.9244186599
780	0.6233490068	0.9244498268
781	0.6231609713	0.9244954
782	0.622906371	0.9245570841
783	0.6227800855	0.9245876709
784	0.6224080192	0.9246777509
785	0.6222985385	0.9247042467
786	0.6221990094	0.9247283301
787	0.6218719998	0.9248074305
788	0.6214280657	0.9249147472
789	0.6213321103	0.9249379334
790	0.6210406883	0.9250083293
791	0.620796442	0.9250673039
792	0.6207506816	0.9250783505
793	0.6205492357	0.9251269697
794	0.6200381373	0.9252502532
795	0.6197668586	0.9253156478
796	0.6194296102	0.9253969052
797	0.6189388954	0.9255150602
798	0.6187350669	0.9255641107
799	0.6185797742	0.9256014705
800	0.6184421247	0.9256345779
801	0.6179635441	0.9257496285
802	0.617617632	0.9258327302
803	0.6174523039	0.9258724321
804	0.6171211691	0.9259519188
805	0.6167959316	0.9260299485
806	0.6167187823	0.9260484518
807	0.6162505109	0.9261607112
808	0.6156966317	0.9262933835
809	0.6155114971	0.9263377026
810	0.6150735078	0.9264424994
811	0.6146528071	0.9265430894
812	0.6145164394	0.9265756803
813	0.6143163009	0.9266234988
814	0.6141193799	0.9266705334
815	0.6139887878	0.926701717
816	0.6137622731	0.9267557899
817	0.6137501056	0.926758694
818	0.6137408553	0.9267609017
819	0.6135057818	0.9268169947
820	0.6130873485	0.9269167876
821	0.6129676059	0.9269453327
822	0.6128475931	0.9269739366
823	0.6126964947	0.9270099415
824	0.6124029654	0.9270798606
825	0.6122762506	0.9271100339
826	0.612185492	0.9271316414
827	0.6118711208	0.9272064614
828	0.6115987844	0.927271246
829	0.6113637538	0.9273271329
830	0.6111412582	0.9273800194
831	0.6107611083	0.9274703354
832	0.6105003077	0.9275322638
833	0.6102451254	0.9275928325
834	0.6098823976	0.9276788842
835	0.6094641083	0.9277780534
836	0.6092363291	0.9278320273
837	0.6091372994	0.9278554868
838	0.6090247002	0.9278821562
839	0.60890293	0.9279109922
840	0.6086271416	0.9279762795
841	0.6083334583	0.9280457705
842	0.6078379549	0.92816294
843	0.6075353464	0.9282344494
844	0.6072286827	0.9283068809
845	0.6071303989	0.928330087
846	0.6071142694	0.928333895
847	0.6068442427	0.9283976308
848	0.6067101066	0.9284292811
849	0.6065335019	0.9284709415
850	0.6062953027	0.9285271126
851	0.6060641902	0.9285815914
852	0.6058655891	0.9286283899
853	0.6053900545	0.9287403829
854	0.6051552995	0.9287956376
855	0.604884921	0.9288592504
856	0.6044805017	0.9289543465
857	0.6043458176	0.9289860022
858	0.6043111099	0.9289941587
859	0.6039276608	0.9290842398
860	0.6036582386	0.929147499
861	0.6034156509	0.9292044335
862	0.6032897696	0.9292339684
863	0.6030347426	0.9292937852
864	0.6027905591	0.929351035
865	0.6026540114	0.929383039
866	0.6022385726	0.9294803649
867	0.6021702264	0.9294963701
868	0.6020330747	0.9295284826
869	0.6016947668	0.9296076622
870	0.6013739188	0.9296827143
871	0.6012667538	0.9297077731
872	0.6009435191	0.9297833296
873	0.6008247101	0.9298110911
874	0.6003726866	0.929916663
875	0.6002442641	0.929946642
876	0.5997559924	0.9300605662
877	0.5995742802	0.9301029399
878	0.5995131516	0.9301171916
879	0.5992545503	0.9301774668
880	0.5989858004	0.9302400799
881	0.5987666407	0.9302911187
882	0.5986337748	0.930322052
883	0.5985430098	0.9303431796
884	0.5983806438	0.9303809659
885	0.5979550497	0.9304799628
886	0.5975787809	0.9305674275
887	0.5974093143	0.9306068025
888	0.5971485804	0.9306673614
889	0.5966733567	0.9307776703
890	0.596506567	0.9308163647
891	0.5963123738	0.9308614029
892	0.59608923	0.9309131374
893	0.5959671602	0.9309414304
