iter	RMSE	R2
894	0.5957105541	0.9310008868
895	0.5954460793	0.9310621396
896	0.5951332996	0.9311345448
897	0.5946198347	0.931253324
898	0.5942241213	0.931344794
899	0.5937627336	0.9314513678
900	0.5936280358	0.9314824654
901	0.5934579742	0.9315217174
902	0.5931421371	0.931594586
903	0.5928510045	0.9316617206
904	0.5925679467	0.9317269614
905	0.5924321324	0.9317582537
906	0.5921606475	0.9318207836
907	0.5918455004	0.931893334
908	0.5917851534	0.9319072222
909	0.5915937426	0.9319512638
910	0.5909520647	0.9320988032
911	0.5907151172	0.9321532435
912	0.5905146065	0.9321992951
913	0.590173527	0.9322775954
914	0.5899542929	0.9323279003
915	0.5898473618	0.9323524296
916	0.5897656475	0.9323711714
917	0.5896448741	0.9323988669
918	0.5895146509	0.9324287231
919	0.5894105466	0.9324525862
920	0.5893216136	0.9324729684
921	0.5892891286	0.9324804128
922	0.5891156658	0.932520157
923	0.5887678208	0.9325998208
924	0.588653659	0.932625956
925	0.5886360154	0.9326299947
926	0.588371811	0.932690458
927	0.5878989169	0.9327986124
928	0.5875345497	0.9328818866
929	0.5875184207	0.9328855716
930	0.5872981363	0.93293589
931	0.5868809514	0.9330311336
932	0.5866964694	0.9330732294
933	0.586256515	0.9331735664
934	0.5860767819	0.9332145351
935	0.5858583126	0.9332643165
936	0.5854709907	0.9333525277
937	0.5851459645	0.9334265063
938	0.584773731	0.9335111792
939	0.5846439119	0.9335406968
940	0.5846257536	0.933544825
941	0.5844114644	0.9335935332
942	0.5839868028	0.9336900064
943	0.5839613586	0.9336957845
944	0.5835744205	0.9337836229
945	0.5832451524	0.9338583239
946	0.5830900666	0.9338934936
947	0.5829429649	0.933926844
948	0.5828237233	0.9339538719
949	0.5827092856	0.9339798058
950	0.5825746289	0.9340103151
951	0.5823343918	0.9340647284
952	0.5821542715	0.9341055106
953	0.5818027755	0.9341850588
954	0.581516146	0.9342498912
955	0.5811933636	0.9343228629
956	0.5809066044	0.9343876567
957	0.5804815045	0.9344836501
958	0.58029834	0.9345249895
959	0.5799828612	0.934596161
960	0.5797636493	0.9346455921
961	0.5796246163	0.9346769336
962	0.5794560381	0.9347149252
963	0.5793551431	0.9347376582
964	0.5793375849	0.9347416139
965	0.579242239	0.9347630922
966	0.5789318665	0.9348329846
967	0.5787678273	0.9348699093
968	0.5786750331	0.9348907923
969	0.5783962803	0.9349535045
970	0.5782476135	0.9349869384
971	0.5778415099	0.9350782237
972	0.577323609	0.9351945462
973	0.5770439433	0.9352573168
974	0.5764690702	0.9353862508
975	0.5764517836	0.9353901259
976	0.5764082955	0.935399874
977	0.5760652076	0.9354767532
978	0.5758201074	0.9355316474
979	0.5755171792	0.9355994607
980	0.5753640556	0.9356337253
981	0.5751240892	0.9356874045
982	0.5750156527	0.9357116538
983	0.5749673559	0.9357224527
984	0.5745619191	0.9358130711
985	0.5744639409	0.9358349604
986	0.5741815678	0.9358980245
987	0.5739514493	0.9359493953
988	0.5737515352	0.9359940067
989	0.5736823064	0.9360094517
990	0.5735794323	0.9360323995
991	0.5734606195	0.9360588976
992	0.5731735597	0.9361228962
993	0.5730737101	0.9361451496
994	0.5728154182	0.9362026971
995	0.5727630851	0.9362143538
996	0.5725199281	0.9362685005
997	0.5723791494	0.936299839
998	0.5722156363	0.9363362286
999	0.572094037	0.9363632836
1000	0.5716952747	0.9364519651
1001	0.5716688947	0.9364578296
1002	0.5714922335	0.936497096
1003	0.5711247529	0.936578737
1004	0.5709809678	0.9366106666
1005	0.5709511881	0.9366172786
1006	0.5706821471	0.9366769983
1007	0.5704897713	0.9367196832
1008	0.5701538865	0.9367941759
1009	0.5700420288	0.9368189739
1010	0.5699303959	0.9368437174
1011	0.5698072779	0.9368710008
1012	0.5696216915	0.9369121164
1013	0.569527576	0.936932962
1014	0.5693724253	0.9369673188
1015	0.5690877477	0.9370303338
1016	0.5687573117	0.9371034382
1017	0.5683757532	0.9371877999
1018	0.5682747336	0.9372101256
1019	0.56808703	0.9372515983
1020	0.5679443892	0.9372831053
1021	0.567770646	0.9373214716
1022	0.5676623555	0.9373453786
1023	0.5673430727	0.9374158392
1024	0.5671666637	0.9374547528
1025	0.5669328014	0.9375063213
1026	0.5667097512	0.9375554858
1027	0.5664470422	0.937613367
1028	0.566086075	0.9376928532
1029	0.5660704668	0.937696289
1030	0.5657848241	0.9377591509
1031	0.5656957015	0.9377787577
1032	0.565563322	0.9378078753
1033	0.5654091701	0.9378417733
1034	0.5653115916	0.937863226
1035	0.5651767603	0.9378928627
1036	0.5647708821	0.9379820344
1037	0.5646372532	0.9380113787
1038	0.5645736335	0.9380253469
1039	0.5644150936	0.9380601487
1040	0.5640351237	0.9381435177
1041	0.5638690942	0.9381799285
1042	0.563760069	0.9382038322
1043	0.5635571749	0.9382483044
1044	0.5635420553	0.9382516178
1045	0.5633244962	0.9382992853
1046	0.5630385726	0.9383619037
1047	0.5628613424	0.9384007018
1048	0.5626212931	0.9384532323
1049	0.5624995849	0.9384798575
1050	0.5622297381	0.9385388692
1051	0.5620471407	0.9385787846
1052	0.5617784279	0.9386375011
1053	0.5614344731	0.9387126178
1054	0.5612893267	0.9387443027
1055	0.5612205737	0.9387593083
1056	0.5608498144	0.9388401965
1057	0.5607574928	0.9388603299
1058	0.5605712747	0.9389009301
1059	0.5603693336	0.938944943
1060	0.5602511833	0.9389706864
1061	0.5601301421	0.9389970541
1062	0.5599189672	0.9390430429
1063	0.5597018639	0.9390903047
1064	0.5595606983	0.9391210256
1065	0.5593525972	0.9391662991
1066	0.5591086932	0.9392193402
1067	0.5588448707	0.9392766869
1068	0.5585897844	0.9393321089
1069	0.5585136126	0.9393486537
1070	0.5582362043	0.9394088886
1071	0.5579920359	0.9394618812
1072	0.5576161432	0.9395434171
1073	0.5576016799	0.9395465532
1074	0.5571703019	0.9396400544
1075	0.5571572873	0.9396428742
1076	0.5569984484	0.9396772835
1077	0.5568794764	0.93970305
1078	0.5565353552	0.9397775474
1079	0.5563799137	0.9398111832
1080	0.5562244332	0.9398448181
1081	0.5560241221	0.9398881372
1082	0.5559273198	0.939909066
1083	0.5556571877	0.9399674497
1084	0.5555237091	0.939996288
1085	0.5553805998	0.9400271993
1086	0.5551269924	0.9400819584
1087	0.5550809015	0.9400919077
1088	0.5549861413	0.9401123603
1089	0.5548930492	0.9401324494
1090	0.5544678843	0.9402241566
1091	0.5540427932	0.9403157775
1092	0.5538338211	0.9403607921
1093	0.553734239	0.940382237
1094	0.5536402807	0.9404024673
1095	0.5535152484	0.9404293829
1096	0.5532663603	0.9404829427
1097	0.5532525784	0.9404859078
1098	0.5528733323	0.9405674718
1099	0.5525626293	0.9406342527
1100	0.552364115	0.9406769006
1101	0.5521940578	0.9407134228
1102	0.5519855195	0.9407581939
1103	0.5518915238	0.9407783684
1104	0.5517517657	0.9408083586
1105	0.5515358113	0.9408546844
1106	0.5513125886	0.9409025504
1107	0.5513026365	0.940904684
1108	0.5511218301	0.9409434397
1109	0.5509917275	0.9409713192
1110	0.5507985451	0.9410127039
1111	0.5506838889	0.9410372593
1112	0.5505045607	0.9410756551
1113	0.5502175698	0.9411370764
1114	0.5500345322	0.941176233
1115	0.5499221281	0.9412002728
1116	0.5498350794	0.9412188865
1117	0.5495161426	0.9412870597
1118	0.5492948393	0.9413343404
1119	0.5492537828	0.9413431099
1120	0.5491484191	0.9413656121
1121	0.5489542125	0.9414070769
1122	0.5488680873	0.9414254607
1123	0.5484535105	0.9415139136
1124	0.548344967	0.9415370611
1125	0.5482866823	0.9415494887
1126	0.5482302338	0.9415615235
1127	0.5481177616	0.941585499
1128	0.5477793297	0.941657612
1129	0.5475398935	0.9417086042
1130	0.5471291008	0.9417960378
1131	0.547031544	0.9418167923
1132	0.5467522721	0.9418761848
1133	0.5465173461	0.9419261228
1134	0.5463628434	0.9419589536
1135	0.5462339194	0.941986342
1136	0.5460622801	0.9420227947
1137	0.5458263236	0.9420728885
1138	0.5456552685	0.94210919
1139	0.5455641883	0.9421285146
1140	0.5452903473	0.9421865961
1141	0.5451402936	0.9422184101
1142	0.5449997287	0.9422482043
1143	0.5448662168	0.9422764965
1144	0.544715579	0.9423084094
1145	0.5444452733	0.9423656521
1146	0.5442296559	0.9424112931
1147	0.5439595294	0.9424684468
1148	0.543840718	0.9424935761
1149	0.5435984991	0.9425447897
1150	0.5435656498	0.9425517335
1151	0.5434730957	0.9425712955
1152	0.5434148701	0.9425836002
1153	0.5433526635	0.9425967448
1154	0.5430951932	0.9426511335
1155	0.542815318	0.9427102259
1156	0.5427027056	0.9427339941
1157	0.5425784648	0.9427602109
1158	0.5424998459	0.9427767976
1159	0.5423137172	0.9428160568
1160	0.5423010793	0.942818722
1161	0.5421047267	0.9428601221
1162	0.5416901007	0.9429474949
1163	0.5414390884	0.9430003575
1164	0.5412137911	0.9430477837
1165	0.5410621743	0.9430796886
1166	0.5409287297	0.9431077622
1167	0.5406399455	0.9431684918
1168	0.5404499262	0.943208434
1169	0.5403734131	0.9432245132
1170	0.5402197692	0.9432567944
1171	0.5402073325	0.9432594071
1172	0.5399727972	0.9433086651
1173	0.5397486209	0.9433557276
1174	0.5396300791	0.9433806057
1175	0.5394219263	0.9434242771
1176	0.5392660434	0.9434569711
1177	0.5389099657	0.9435316172
1178	0.5387066543	0.9435742162
1179	0.5385781214	0.9436011388
1180	0.5384905692	0.9436194739
1181	0.5384267397	0.9436328392
1182	0.538302932	0.9436587587
1183	0.5380379418	0.9437142152
1184	0.537713507	0.943782075
1185	0.5375510985	0.9438160295
1186	0.5373215695	0.9438639992
1187	0.5371007303	0.9439101335
1188	0.5368435602	0.9439638336
1189	0.5366175759	0.9440110006
1190	0.536519731	0.9440314164
1191	0.5362631278	0.9440849401
1192	0.5361632817	0.9441057597
1193	0.5358757735	0.9441656883
1194	0.535792996	0.9441829365
1195	0.5355921457	0.9442247765
1196	0.5354978228	0.9442444198
1197	0.5353016598	0.944285261
1198	0.5350777792	0.9443318547
1199	0.5349115385	0.9443664399
1200	0.5347992749	0.9443897894
1201	0.5347874103	0.9443922568
1202	0.5347756414	0.9443947043
1203	0.5345820505	0.9444349557
1204	0.5343935101	0.9444741429
1205	0.5342659237	0.9445006534
1206	0.5342216735	0.9445098464
1207	0.5339772268	0.9445606166
1208	0.5339127328	0.9445740078
1209	0.5338315714	0.9445908574
1210	0.5336366556	0.9446313126
1211	0.533553409	0.9446485862
1212	0.533180906	0.9447258469
1213	0.5330457742	0.9447538613
1214	0.5330348285	0.9447561301
1215	0.5329778525	0.9447679395
1216	0.5329159653	0.9447807654
1217	0.532592129	0.944847855
1218	0.5323650782	0.9448948691
1219	0.5321271489	0.9449441142
1220	0.531652654	0.9450422565
1221	0.5315677928	0.9450597996
1222	0.5314236182	0.9450895979
1223	0.5312184899	0.9451319803
1224	0.531133657	0.9451495032
1225	0.5309513456	0.9451871515
1226	0.5307631873	0.9452259937
1227	0.5304351464	0.9452936795
1228	0.5303107367	0.9453193384
1229	0.5302254634	0.9453369222
1230	0.5300393057	0.9453752989
1231	0.5297639951	0.94543203
1232	0.5295417214	0.9454778107
1233	0.5294338807	0.9455000153
1234	0.5293538096	0.9455164991
1235	0.5290759384	0.9455736836
1236	0.528930774	0.9456035458
1237	0.5288448846	0.9456212105
1238	0.5286941161	0.9456522117
1239	0.5285252499	0.9456869239
1240	0.5284772972	0.945696779
1241	0.5284186511	0.9457088306
1242	0.5283504814	0.9457228375
1243	0.528174248	0.9457590402
1244	0.528097718	0.9457747576
1245	0.5278966197	0.9458160474
1246	0.5275835398	0.9458802982
1247	0.5275729367	0.9458824735
1248	0.5273828058	0.9459214731
1249	0.5272774577	0.945943076
1250	0.5271346164	0.9459723604
1251	0.5269248798	0.946015345
1252	0.52658781	0.94608439
1253	0.5264337389	0.9461159351
1254	0.5263521255	0.9461326411
1255	0.5261292302	0.9461782541
1256	0.5258226884	0.9462409528
1257	0.525720384	0.9462618696
1258	0.5255999587	0.946286486
1259	0.5252911378	0.9463495872
1260	0.525057716	0.9463972575
1261	0.5249234858	0.9464246609
1262	0.5246458879	0.9464813109
1263	0.5245292612	0.9465051023
1264	0.5242433207	0.9465634105
1265	0.524056305	0.9466015291
1266	0.5238790524	0.9466376451
1267	0.5238233813	0.9466489858
1268	0.5236579539	0.9466826778
1269	0.5234040343	0.946734372
1270	0.5232140988	0.9467730236
1271	0.5230690284	0.9468025357
1272	0.5229628654	0.9468241276
1273	0.5227450123	0.9468684219
1274	0.5226596827	0.9468857662
1275	0.5225307064	0.9469119768
1276	0.5224093052	0.9469366422
1277	0.5222814539	0.9469626118
1278	0.5220869122	0.9470021157
1279	0.5218850804	0.9470430843
1280	0.5218331394	0.9470536249
1281	0.5214732366	0.9471266328
1282	0.5214190772	0.947137615
1283	0.5213190505	0.9471578948
1284	0.5212771231	0.9471663941
1285	0.5211439433	0.9471933874
1286	0.5208691406	0.9472490632
1287	0.520844382	0.947254078
1288	0.5207643575	0.9472702849
1289	0.5207019382	0.9472829246
1290	0.5206792037	0.9472875279
1291	0.5205941765	0.9473047424
1292	0.5205140641	0.9473209593
1293	0.5202538967	0.9473736071
1294	0.5199544924	0.9474341623
1295	0.519710582	0.9474834679
1296	0.5192660892	0.9475732611
1297	0.5190290123	0.9476211222
1298	0.518949981	0.9476370723
1299	0.5188156797	0.9476641712
1300	0.5186563748	0.9476963062
1301	0.518464502	0.9477349977
1302	0.5182382892	0.9477805956
1303	0.517911912	0.9478463486
1304	0.5177108668	0.9478868311
1305	0.5176118732	0.9479067588
1306	0.5175657932	0.9479160335
1307	0.5174905849	0.9479311692
1308	0.5174390436	0.9479415406
1309	0.5174285286	0.9479436564
1310	0.5172811613	0.9479733042
1311	0.5171585422	0.9479979667
1312	0.5168998073	0.948049987
1313	0.5166683498	0.9480965009
1314	0.5165511261	0.9481200504
1315	0.5165004328	0.9481302327
1316	0.5163049746	0.9481694832
1317	0.5162034629	0.9481898622
1318	0.5161928257	0.9481919974
1319	0.5161482613	0.9482009425
1320	0.5160327491	0.9482241248
1321	0.5157880148	0.9482732237
1322	0.5156659895	0.9482976959
1323	0.5155679698	0.9483173496
1324	0.5155577892	0.9483193906
1325	0.5154704524	0.9483368988
1326	0.5152092391	0.9483892458
1327	0.5148907505	0.9484530349
1328	0.5145214242	0.9485269567
1329	0.5144189853	0.9485474507
1330	0.5142379674	0.9485836554
1331	0.5141453661	0.9486021713
1332	0.5139565649	0.9486399124
1333	0.5136873141	0.9486937112
1334	0.5136776009	0.9486956514
1335	0.5133794225	0.9487551962
1336	0.5133697773	0.9487571217
1337	0.513250498	0.9487809311
1338	0.5130541587	0.9488201104
1339	0.5128851257	0.9488538287
1340	0.5128491104	0.9488610115
1341	0.5125738767	0.9489158869
1342	0.5124176284	0.9489470262
1343	0.5120601389	0.9490182358
1344	0.5119193856	0.9490462594
1345	0.5117002985	0.9490898636
1346	0.5116904906	0.9490918152
1347	0.5115795447	0.9491138888
1348	0.5114440694	0.9491408363
1349	0.5113704156	0.9491554839
1350	0.5110689164	0.9492154211
1351	0.5107981861	0.9492692114
1352	0.5107242696	0.9492838927
1353	0.5106125989	0.9493060686
1354	0.510429133	0.9493424912
1355	0.5102467106	0.9493786937
1356	0.5101744172	0.9493930371
1357	0.5101648839	0.9493949284
1358	0.509868114	0.9494537866
1359	0.5096974597	0.9494876169
1360	0.5096615889	0.9494947264
1361	0.5093960183	0.9495473465
1362	0.5090535324	0.9496151661
1363	0.5087932825	0.9496666707
1364	0.508672648	0.9496905359
1365	0.5085357533	0.9497176109
1366	0.5084094893	0.949742577
1367	0.5083173616	0.9497607894
1368	0.5081475157	0.949794357
1369	0.5079869584	0.9498260785
1370	0.5078589966	0.9498513529
1371	0.5075617155	0.9499100459
1372	0.5073881623	0.9499442951
1373	0.5072700678	0.9499675933
1374	0.507199219	0.9499815681
1375	0.50700781	0.9500193133
1376	0.5069387027	0.9500329375
1377	0.5066841503	0.9500831055
1378	0.5066122302	0.9500972751
1379	0.5063367668	0.9501515282
1380	0.5061239008	0.9501934324
1381	0.5059982938	0.9502181508
1382	0.5057577208	0.9502654763
1383	0.5055230895	0.9503116113
1384	0.5055031963	0.9503155219
1385	0.5054484855	0.950326276
1386	0.5053538346	0.9503448782
1387	0.5052043304	0.9503742539
1388	0.5050625984	0.9504020944
1389	0.5049712597	0.950420032
1390	0.5046290817	0.9504872018
1391	0.504557866	0.9505011758
1392	0.5044861051	0.9505152548
1393	0.5044769548	0.9505170499
1394	0.5043171902	0.9505483868
1395	0.5042330314	0.95056489
1396	0.5040292405	0.9506048414
1397	0.5036874164	0.9506718166
1398	0.5035555673	0.9506976382
1399	0.5035182751	0.9507049404
1400	0.5033604446	0.9507358392
1401	0.5031605747	0.9507749541
1402	0.5030290767	0.9508006801
1403	0.5028602667	0.9508336959
1404	0.5027575375	0.9508537822
1405	0.5026921	0.9508665748
1406	0.5024631819	0.9509113138
1407	0.5023370863	0.9509359488
1408	0.5023286305	0.9509376006
1409	0.5021988887	0.9509629411
1410	0.5020698825	0.9509881314
1411	0.5018617633	0.951028756
1412	0.5017809186	0.9510445322
1413	0.501668281	0.9510665084
1414	0.5014588927	0.9511073479
1415	0.5013969489	0.9511194263
1416	0.5012725407	0.9511436801
1417	0.5011922061	0.9511593384
1418	0.5010338827	0.9511901905
1419	0.5008506242	0.9512258894
1420	0.5007952793	0.951236668
1421	0.5004125647	0.9513111707
1422	0.500365244	0.9513203787
1423	0.5000236138	0.9513868292
1424	0.4997419748	0.9514415766
1425	0.4995352071	0.9514817503
1426	0.4993091113	0.9515256603
1427	0.4992589962	0.9515353904
1428	0.4989244548	0.9516003186
1429	0.4988591601	0.951612986
1430	0.4986637715	0.9516508821
1431	0.4986462453	0.9516542806
1432	0.4984339783	0.9516954321
1433	0.4983578042	0.9517101955
1434	0.4981811434	0.9517444255
1435	0.4981246215	0.9517553747
1436	0.4980580289	0.9517682732
1437	0.4980276324	0.9517741601
1438	0.4978024927	0.9518177525
1439	0.4977118094	0.9518353053
1440	0.4974884065	0.951878534
1441	0.4973722972	0.9519009936
1442	0.4970855239	0.9519564432
1443	0.4969800356	0.951976832
1444	0.4968859314	0.9519950169
1445	0.4968197291	0.9520078079
1446	0.4967356542	0.9520240496
1447	0.4966330775	0.9520438617
1448	0.49642473	0.9520840904
1449	0.4961378206	0.9521394605
1450	0.4961136566	0.9521441224
1451	0.4960882889	0.9521490163
1452	0.4958981708	0.9521856856
1453	0.4958757192	0.952190015
1454	0.4957619349	0.9522119536
1455	0.495608457	0.9522415375
1456	0.4955108694	0.9522603433
1457	0.4954981742	0.9522627895
1458	0.4953837114	0.9522848421
1459	0.4951770515	0.9523246446
1460	0.494967358	0.9523650144
1461	0.4947287925	0.9524109217
1462	0.4945472541	0.9524458405
1463	0.4943549498	0.9524828161
1464	0.4942531133	0.952502391
1465	0.4939917261	0.9525526163
1466	0.4936943853	0.9526097176
1467	0.4934513501	0.9526563646
1468	0.4933205538	0.9526814595
1469	0.4931576835	0.9527126988
1470	0.4930893188	0.9527258085
1471	0.4929113856	0.9527599205
1472	0.4928208002	0.9527772821
1473	0.4925714427	0.9528250575
1474	0.4924433518	0.9528495896
1475	0.4923416331	0.9528690662
1476	0.4921065354	0.9529140664
1477	0.4919265057	0.9529485114
1478	0.4918567716	0.9529618503
1479	0.4916172961	0.953007643
1480	0.4914976962	0.9530305047
1481	0.4913557279	0.9530576349
1482	0.4913472344	0.9530592578
1483	0.4911423993	0.9530983874
1484	0.4910155924	0.9531226031
1485	0.4908814008	0.9531482222
1486	0.4907772982	0.9531680921
1487	0.4906594924	0.9531905724
1488	0.4904455485	0.9532313844
1489	0.4900827743	0.9533005467
1490	0.4899014088	0.9533351046
1491	0.4898356751	0.9533476265
1492	0.4896230412	0.9533881205
1493	0.489427325	0.9534253773
1494	0.4893442989	0.9534411777
1495	0.4891409734	0.9534798606
1496	0.4890373377	0.9534995712
1497	0.4888416453	0.9535367789
1498	0.4885234743	0.953597242
1499	0.4883383971	0.9536323947
1500	0.4883079753	0.9536381716
1501	0.4881825876	0.9536619781
1502	0.488053942	0.9536863968
1503	0.4878783933	0.953719708
1504	0.4876812695	0.9537570989
1505	0.4874522195	0.9538005267
1506	0.4874184819	0.9538069216
1507	0.4871250925	0.9538625144
1508	0.4869977947	0.953886625
1509	0.48698963	0.9538881711
1510	0.4869287945	0.9538996912
1511	0.4868367763	0.9539171133
1512	0.4867744469	0.9539289125
1513	0.4866507064	0.9539523325
1514	0.4863976904	0.9540002016
1515	0.4860859368	0.9540591493
1516	0.4860193115	0.9540717421
1517	0.4859004761	0.954094199
1518	0.4858136284	0.9541106076
1519	0.4857407157	0.954124381
1520	0.4856360504	0.954144149
1521	0.4853676041	0.9541948307
1522	0.4851508517	0.9542357324
1523	0.4849444267	0.9542746682
1524	0.4847550707	0.95431037
1525	0.4845316529	0.9543524758
1526	0.4844453678	0.9543687322
1527	0.4843199683	0.9543923526
1528	0.4841078762	0.9544322886
1529	0.4838156015	0.954487294
1530	0.483702261	0.9545086154
1531	0.4836357399	0.954521127
1532	0.4835657997	0.9545342797
1533	0.4834875954	0.9545489843
1534	0.4834660131	0.954553042
1535	0.4832260211	0.9545981505
1536	0.4831374201	0.9546147981
1537	0.4830228914	0.9546363128
1538	0.4828207775	0.9546742684
1539	0.4825972677	0.9547162235
1540	0.4824128655	0.9547508231
1541	0.4823056502	0.954770934
1542	0.4822117821	0.9547885376
1543	0.4820160576	0.9548252318
1544	0.4820080127	0.9548267397
1545	0.481820545	0.9548618714
1546	0.4817325528	0.9548783566
1547	0.4815560905	0.9549114073
1548	0.4814904934	0.9549236903
1549	0.4814136755	0.9549380723
1550	0.4813867718	0.9549431087
1551	0.48118214	0.9549814068
1552	0.4809746329	0.9550202265
1553	0.4808241628	0.9550483654
1554	0.4806645841	0.9550781981
1555	0.4805540773	0.9550988511
1556	0.480323999	0.9551418361
1557	0.480162693	0.9551719603
1558	0.4800266874	0.9551973517
1559	0.4799908381	0.9552040433
1560	0.4798263204	0.9552347458
1561	0.4798057638	0.9552385814
1562	0.4797011752	0.9552580936
1563	0.4796213989	0.9552729739
1564	0.4795651694	0.9552834606
1565	0.4794465913	0.9553055712
1566	0.479383413	0.9553173495
1567	0.4793045682	0.9553320464
1568	0.4791495624	0.9553609327
1569	0.4789945036	0.9553898195
1570	0.4789439952	0.955399227
1571	0.4788844399	0.9554103183
1572	0.4786289241	0.9554578885
1573	0.4785693211	0.9554689814
1574	0.4784491109	0.9554913498
1575	0.4783357656	0.9555124356
1576	0.4783003489	0.9555190232
1577	0.4782701038	0.9555246485
1578	0.4781653377	0.9555441312
1579	0.4781123176	0.9555539894
1580	0.4778286594	0.9556067123
1581	0.4776580697	0.9556384044
1582	0.4776225117	0.9556450089
1583	0.4775232235	0.955663448
1584	0.4774201669	0.9556825829
1585	0.4772325084	0.9557174156
1586	0.4771419147	0.9557342264
1587	0.4771031658	0.9557414158
1588	0.4770921049	0.9557434679
1589	0.477025542	0.9557558162
1590	0.4769071751	0.9557777706
1591	0.4767059373	0.9558150831
1592	0.4764887875	0.9558553283
1593	0.4763174674	0.9558870668
1594	0.476137167	0.9559204566
1595	0.4759596794	0.9559533131
1596	0.4758954237	0.9559652051
1597	0.475752183	0.9559917094
1598	0.4756895213	0.9560033014
1599	0.4756278331	0.9560147118
1600	0.4754787286	0.9560422853
1601	0.4754036761	0.9560561613
1602	0.4751360344	0.9561056262
1603	0.4750533608	0.9561209001
1604	0.4749348181	0.9561427962
1605	0.4746263236	0.9561997527
1606	0.4744517009	0.9562319764
1607	0.4741722458	0.9562835205
1608	0.4740856405	0.9562994882
1609	0.473990767	0.9563169771
1610	0.4738826683	0.9563368996
1611	0.4737921047	0.9563535869
1612	0.4736854366	0.9563732375
1613	0.4735389652	0.9564002136
1614	0.4733760352	0.9564302111
1615	0.4732126644	0.9564602793
1616	0.4730973685	0.9564814932
1617	0.4728741655	0.9565225468
1618	0.4728535378	0.9565263399
1619	0.4727408814	0.9565470524
1620	0.4726317667	0.9565671091
1621	0.4724827881	0.9565944858
1622	0.4723677297	0.9566156234
1623	0.4723517926	0.9566185508
1624	0.4723353327	0.9566215741
1625	0.4723012654	0.9566278313
1626	0.4720739474	0.9566695712
1627	0.4720392149	0.9566759469
1628	0.4718698376	0.9567070325
1629	0.4715053978	0.9567738797
1630	0.4713217895	0.9568075384
1631	0.471186548	0.9568323222
1632	0.4710959598	0.956848919
1633	0.4710175353	0.9568632848
1634	0.4709519611	0.9568752948
1635	0.4708384382	0.9568960827
1636	0.470789887	0.9569049716
1637	0.4706015754	0.95693944
1638	0.4705248168	0.9569534858
1639	0.4703526026	0.9569849905
1640	0.4701175828	0.9570279661
1641	0.4700084664	0.9570479118
1642	0.4699509768	0.9570584187
1643	0.4696797719	0.9571079668
1644	0.4696725053	0.957109294
1645	0.469436896	0.9571523151
1646	0.4693479456	0.9571685514
1647	0.4692206564	0.9571917804
1648	0.4690512967	0.9572226771
1649	0.468839851	0.9572612359
1650	0.4687338057	0.9572805676
1651	0.4686731656	0.9572916201
1652	0.4684691865	0.9573287877
1653	0.4683401747	0.9573522869
1654	0.4682573043	0.9573673782
1655	0.4682009994	0.9573776302
1656	0.4680928912	0.957397311
1657	0.4679651327	0.9574205633
1658	0.467933289	0.9574263579
1659	0.467793147	0.957451855
1660	0.467552017	0.9574957076
1661	0.4673788787	0.9575271812
1662	0.4670940303	0.9575789363
1663	0.4669665464	0.9576020891
1664	0.4668981503	0.9576145082
1665	0.4667698164	0.9576378055
1666	0.4666634419	0.9576571116
1667	0.466645386	0.9576603881
1668	0.4665562417	0.957676563
1669	0.466379773	0.9577085736
1670	0.4661220437	0.9577553025
1671	0.4658860493	0.9577980681
1672	0.4658051393	0.9578127252
1673	0.4656657479	0.9578379704
1674	0.4656007056	0.9578497476
1675	0.4655330722	0.9578619922
1676	0.4653805145	0.9578896054
1677	0.4653143652	0.9579015757
1678	0.4652718207	0.9579092736
1679	0.4652105766	0.9579203538
1680	0.4649313117	0.9579708592
1681	0.4648301938	0.9579891391
1682	0.4647134628	0.9580102365
1683	0.464600087	0.9580307224
1684	0.4643668172	0.9580728563
1685	0.4641642417	0.9581094289
1686	0.4641386232	0.9581140529
1687	0.4640427876	0.9581313484
1688	0.4639708053	0.9581443367
1689	0.4638694092	0.958162629
1690	0.4637557848	0.9581831225
1691	0.4637137858	0.9581906963
1692	0.4636484756	0.9582024724
1693	0.4635059508	0.9582281655
1694	0.4634334945	0.9582412242
1695	0.4634082824	0.9582457677
1696	0.46338535	0.9582499001
1697	0.4632510275	0.958274101
1698	0.463191498	0.9582848241
1699	0.4629561006	0.9583272133
1700	0.4629491742	0.9583284602
1701	0.4628957814	0.9583380718
1702	0.4626517202	0.9583819926
1703	0.4624713976	0.9584144283
1704	0.4624044509	0.9584264671
1705	0.462214421	0.9584606303
1706	0.4621003849	0.9584811247
1707	0.4619437158	0.9585092727
1708	0.4617839362	0.9585379699
1709	0.4617009557	0.9585528696
1710	0.4614932674	0.9585901498
1711	0.4614732555	0.9585937411
1712	0.4613544097	0.9586150655
1713	0.4612458199	0.9586345449
1714	0.4610379366	0.9586718233
1715	0.4609654239	0.9586848225
1716	0.4609533326	0.95868699
1717	0.460912291	0.9586943463
1718	0.4607577466	0.9587220414
1719	0.4605435766	0.9587604062
1720	0.4604134301	0.9587837109
1721	0.4603321171	0.958798268
1722	0.4601615328	0.9588287984
1723	0.4600466984	0.9588493446
1724	0.459924563	0.9588711914
1725	0.4598334057	0.9588874933
1726	0.4598054751	0.9588924876
1727	0.4595749783	0.958933691
1728	0.459563293	0.9589357793
1729	0.4595471785	0.958938659
1730	0.4593874891	0.9589671911
1731	0.4592182338	0.9589974216
1732	0.4591035791	0.9590178935
